#Reference     Prediction     Unit           Sigma    Weight    WSE*      Row*  Col*  Expression
#------------------------------------------------------------------------------------------------------------------------
+4.79          +5.93           kcal/mol       1.0000   20.0000   26.197    0     0     energy('CsPbI3_C_DMB_VI_03')/1.000 - energy('CsPbI3_C_DMB_VI_05')/1.000
+1.80          +3.11           kcal/mol       1.0000   20.0000   34.206    0     0     energy('CsPbI3_C_DMB_VI_04')/1.000 - energy('CsPbI3_C_DMB_VI_05')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('CsPbI3_C_DMB_VI_05')/1.000 - energy('CsPbI3_C_DMB_VI_05')/1.000
+0.10          -0.67           kcal/mol       1.0000   20.0000   11.731    0     0     energy('CsPbI3_C_DMB_VI_06')/1.000 - energy('CsPbI3_C_DMB_VI_05')/1.000
+0.14          +0.20           kcal/mol       1.0000   20.0000   0.071     0     0     energy('CsPbI3_C_DMB_II_00')/1.000 - energy('CsPbI3_C_DMB_II_06')/1.000
+0.67          +1.00           kcal/mol       1.0000   20.0000   2.214     0     0     energy('CsPbI3_C_DMB_II_01')/1.000 - energy('CsPbI3_C_DMB_II_06')/1.000
+2.03          +2.70           kcal/mol       1.0000   20.0000   8.800     0     0     energy('CsPbI3_C_DMB_II_02')/1.000 - energy('CsPbI3_C_DMB_II_06')/1.000
+3.92          +2.61           kcal/mol       1.0000   20.0000   34.640    0     0     energy('CsPbI3_C_DMB_II_03')/1.000 - energy('CsPbI3_C_DMB_II_06')/1.000
+1.86          +2.36           kcal/mol       1.0000   20.0000   5.117     0     0     energy('CsPbI3_C_DMB_II_04')/1.000 - energy('CsPbI3_C_DMB_II_06')/1.000
+0.53          +0.40           kcal/mol       1.0000   20.0000   0.317     0     0     energy('CsPbI3_C_DMB_II_05')/1.000 - energy('CsPbI3_C_DMB_II_06')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('CsPbI3_C_DMB_II_06')/1.000 - energy('CsPbI3_C_DMB_II_06')/1.000
+7.60          +13.99          kcal/mol       1.0000   5.0000    204.468   0     0     energy('CsPbI3_C_100_CsI')/1.000 - energy('CsPbI3_C_EOS_abc_100')/0.143 - energy('PbI2_Hex_EOS_abc_100')/-1.000
+24.56         +21.48          kcal/mol       1.0000   5.0000    47.704    0     0     energy('CsPbI3_C_100_PbI2')/1.000 - energy('CsPbI3_C_EOS_abc_100')/0.143 - energy('CsI_CsCl_EOS_abc_100')/-1.000
+0.00          +0.00           kcal/mol       1.0000   5.0000    0.000     0     0     energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
+16.26         +21.28          kcal/mol       1.0000   5.0000    125.749   0     0     energy('CsPbI3_PT_Gamma_Delta_02_TS1')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
+9.11          +9.26           kcal/mol       1.0000   5.0000    0.123     0     0     energy('CsPbI3_PT_Gamma_Delta_03_MS1')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
+13.82         +13.62          kcal/mol       1.0000   5.0000    0.198     0     0     energy('CsPbI3_PT_Gamma_Delta_04_TS2')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
-4.32          -3.76           kcal/mol       1.0000   5.0000    1.573     0     0     energy('CsPbI3_PT_Gamma_Delta_05_MS2')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
-4.05          -3.21           kcal/mol       1.0000   5.0000    3.547     0     0     energy('CsPbI3_PT_Gamma_Delta_06_MS2')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
+12.86         +24.85          kcal/mol       1.0000   5.0000    718.990   0     0     energy('CsPbI3_PT_Gamma_Delta_07_TS3')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
+3.89          +5.94           kcal/mol       1.0000   5.0000    20.917    0     0     energy('CsPbI3_PT_Gamma_Delta_08_MS3')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
+4.90          +0.18           kcal/mol       1.0000   5.0000    111.416   0     0     energy('CsPbI3_PT_Gamma_Delta_09_TS4')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
-11.64         -10.88          kcal/mol       1.0000   5.0000    2.900     0     0     energy('CsPbI3_PT_Gamma_Delta_10_Delta')/1.000 - energy('CsPbI3_PT_Gamma_Delta_01_Gamma')/1.000
+5.17          +12.83          kcal/mol       1.0000   1.0000    58.724    0     0     energy('CsBr_CsCl_EOS_abc_080')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+2.98          +8.31           kcal/mol       1.0000   2.0000    56.794    0     0     energy('CsBr_CsCl_EOS_abc_084')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+1.51          +4.65           kcal/mol       1.0000   4.0000    39.430    0     0     energy('CsBr_CsCl_EOS_abc_088')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+0.60          +1.62           kcal/mol       1.0000   10.0000   10.370    0     0     energy('CsBr_CsCl_EOS_abc_092')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+0.13          -0.28           kcal/mol       1.0000   20.0000   3.412     0     0     energy('CsBr_CsCl_EOS_abc_096')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+0.00          +0.00           kcal/mol       1.0000   40.0000   0.000     0     0     energy('CsBr_CsCl_EOS_abc_100')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+0.14          +0.86           kcal/mol       1.0000   20.0000   10.369    0     0     energy('CsBr_CsCl_EOS_abc_104')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+0.49          +1.73           kcal/mol       1.0000   10.0000   15.566    0     0     energy('CsBr_CsCl_EOS_abc_108')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+1.00          +2.61           kcal/mol       1.0000   4.0000    10.336    0     0     energy('CsBr_CsCl_EOS_abc_112')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+1.64          +3.48           kcal/mol       1.0000   2.0000    6.772     0     0     energy('CsBr_CsCl_EOS_abc_116')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+2.38          +4.35           kcal/mol       1.0000   1.0000    3.879     0     0     energy('CsBr_CsCl_EOS_abc_120')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+5.14          +5.19           kcal/mol       1.0000   1.0000    0.003     0     0     energy('CsBr_NaCl_EOS_abc_080')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+2.97          +2.62           kcal/mol       1.0000   2.0000    0.244     0     0     energy('CsBr_NaCl_EOS_abc_084')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+1.51          +0.68           kcal/mol       1.0000   4.0000    2.772     0     0     energy('CsBr_NaCl_EOS_abc_088')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+0.60          -0.69           kcal/mol       1.0000   10.0000   16.742    0     0     energy('CsBr_NaCl_EOS_abc_092')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+0.13          -1.14           kcal/mol       1.0000   20.0000   32.474    0     0     energy('CsBr_NaCl_EOS_abc_096')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   40.0000   0.000     0     0     energy('CsBr_NaCl_EOS_abc_100')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+0.13          +1.52           kcal/mol       1.0000   20.0000   38.497    0     0     energy('CsBr_NaCl_EOS_abc_104')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+0.46          +2.99           kcal/mol       1.0000   10.0000   63.755    0     0     energy('CsBr_NaCl_EOS_abc_108')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+0.96          +4.36           kcal/mol       1.0000   4.0000    46.314    0     0     energy('CsBr_NaCl_EOS_abc_112')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+1.58          +5.64           kcal/mol       1.0000   2.0000    32.822    0     0     energy('CsBr_NaCl_EOS_abc_116')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+2.30          +6.80           kcal/mol       1.0000   1.0000    20.236    0     0     energy('CsBr_NaCl_EOS_abc_120')/4.000 - energy('CsBr_NaCl_EOS_abc_100')/4.000
+11.41         +9.32           kcal/mol       1.0000   1.0000    4.367     0     0     energy('PbBr2_PbCl2_EOS_abc_080')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+6.48          +4.24           kcal/mol       1.0000   2.0000    10.045    0     0     energy('PbBr2_PbCl2_EOS_abc_084')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+3.25          +0.88           kcal/mol       1.0000   4.0000    22.481    0     0     energy('PbBr2_PbCl2_EOS_abc_088')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+1.30          -1.31           kcal/mol       1.0000   10.0000   68.283    0     0     energy('PbBr2_PbCl2_EOS_abc_092')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+0.30          -2.44           kcal/mol       1.0000   20.0000   149.889   0     0     energy('PbBr2_PbCl2_EOS_abc_096')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   40.0000   0.000     0     0     energy('PbBr2_PbCl2_EOS_abc_100')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+0.22          +0.52           kcal/mol       1.0000   20.0000   1.873     0     0     energy('PbBr2_PbCl2_EOS_abc_104')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+0.82          +1.25           kcal/mol       1.0000   10.0000   1.846     0     0     energy('PbBr2_PbCl2_EOS_abc_108')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+1.69          +2.26           kcal/mol       1.0000   4.0000    1.273     0     0     energy('PbBr2_PbCl2_EOS_abc_112')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+2.72          +3.43           kcal/mol       1.0000   2.0000    1.021     0     0     energy('PbBr2_PbCl2_EOS_abc_116')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+3.74          +4.41           kcal/mol       1.0000   1.0000    0.453     0     0     energy('PbBr2_PbCl2_EOS_abc_120')/4.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
+0.04          -3.43           kcal/mol       1.0000   20.0000   242.105   0     0     energy('CsBr_NaCl_EOS_abc_100')/4.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000
+36.77         +45.57          kcal/mol       1.0000   1.0000    77.343    0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.20')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+18.92         +24.98          kcal/mol       1.0000   2.0000    73.267    0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.30')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+8.15          +11.76          kcal/mol       1.0000   5.0000    65.335    0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.40')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+2.34          +3.92           kcal/mol       1.0000   10.0000   25.140    0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.50')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+0.05          -1.11           kcal/mol       1.0000   10.0000   13.480    0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.70')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+1.72          -0.22           kcal/mol       1.0000   5.0000    18.970    0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.80')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+4.46          +2.03           kcal/mol       1.0000   2.0000    11.771    0     0     energy('PbBr2_Molecule_Pb-Br_bond_2.90')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+7.86          +5.19           kcal/mol       1.0000   1.0000    7.120     0     0     energy('PbBr2_Molecule_Pb-Br_bond_3.00')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+11.64         +8.90           kcal/mol       1.0000   0.5000    3.774     0     0     energy('PbBr2_Molecule_Pb-Br_bond_3.10')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+15.60         +12.88          kcal/mol       1.0000   0.2000    1.489     0     0     energy('PbBr2_Molecule_Pb-Br_bond_3.20')/1.000 - energy('PbBr2_Molecule_Pb-Br_bond_2.60')/1.000
+17.02         +12.25          kcal/mol       1.0000   0.2000    4.540     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_70.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+10.57         +8.54           kcal/mol       1.0000   0.5000    2.065     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_75.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+6.21          +5.63           kcal/mol       1.0000   1.0000    0.336     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_80.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+3.32          +3.37           kcal/mol       1.0000   2.0000    0.005     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_85.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+1.48          +1.71           kcal/mol       1.0000   5.0000    0.276     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_90.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+0.43          +0.60           kcal/mol       1.0000   10.0000   0.287     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_95.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+0.07          -0.18           kcal/mol       1.0000   10.0000   0.635     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_105.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+0.56          +0.06           kcal/mol       1.0000   5.0000    1.228     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_110.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+1.40          +0.64           kcal/mol       1.0000   2.0000    1.162     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_115.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+2.54          +1.47           kcal/mol       1.0000   1.0000    1.144     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_120.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+3.92          +2.54           kcal/mol       1.0000   0.5000    0.948     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_125.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+5.50          +3.73           kcal/mol       1.0000   0.2000    0.623     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_130.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+7.22          +4.98           kcal/mol       1.0000   0.1000    0.501     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_135.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+9.03          +6.29           kcal/mol       1.0000   0.0500    0.376     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_140.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+10.88         +7.58           kcal/mol       1.0000   0.0200    0.218     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_145.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+12.71         +8.82           kcal/mol       1.0000   0.0100    0.151     0     0     energy('PbBr2_Molecule_Br-Pb-Br_angle_150.00')/1.000 - energy('PbBr2_Molecule_Br-Pb-Br_angle_100.00')/1.000
+19.18         +15.10          kcal/mol       1.0000   2.0000    33.209    0     0     energy('CsPbBr3_C_EOS_abc_080')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+11.24         +9.16           kcal/mol       1.0000   4.0000    17.260    0     0     energy('CsPbBr3_C_EOS_abc_084')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+5.83          +4.92           kcal/mol       1.0000   8.0000    6.633     0     0     energy('CsPbBr3_C_EOS_abc_088')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+2.41          +2.06           kcal/mol       1.0000   20.0000   2.487     0     0     energy('CsPbBr3_C_EOS_abc_092')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+0.58          +0.44           kcal/mol       1.0000   40.0000   0.805     0     0     energy('CsPbBr3_C_EOS_abc_096')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+0.00          +0.00           kcal/mol       1.0000   80.0000   0.000     0     0     energy('CsPbBr3_C_EOS_abc_100')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+0.43          +0.74           kcal/mol       1.0000   40.0000   3.799     0     0     energy('CsPbBr3_C_EOS_abc_104')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+1.66          +2.66           kcal/mol       1.0000   20.0000   19.954    0     0     energy('CsPbBr3_C_EOS_abc_108')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+3.53          +5.65           kcal/mol       1.0000   8.0000    35.971    0     0     energy('CsPbBr3_C_EOS_abc_112')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+5.90          +9.36           kcal/mol       1.0000   4.0000    47.819    0     0     energy('CsPbBr3_C_EOS_abc_116')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+8.67          +13.59          kcal/mol       1.0000   2.0000    48.317    0     0     energy('CsPbBr3_C_EOS_abc_120')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/1.000
+28.77         +24.42          kcal/mol       1.0000   1.0000    18.984    0     0     energy('CsPbBr3_C_EOS_ab_080')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+16.48         +14.21          kcal/mol       1.0000   2.0000    10.303    0     0     energy('CsPbBr3_C_EOS_ab_084')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+8.33          +7.34           kcal/mol       1.0000   4.0000    3.899     0     0     energy('CsPbBr3_C_EOS_ab_088')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+3.35          +2.99           kcal/mol       1.0000   10.0000   1.282     0     0     energy('CsPbBr3_C_EOS_ab_092')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+0.78          +0.65           kcal/mol       1.0000   20.0000   0.334     0     0     energy('CsPbBr3_C_EOS_ab_096')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+0.00          +0.00           kcal/mol       1.0000   40.0000   0.000     0     0     energy('CsPbBr3_C_EOS_ab_100')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+0.58          +0.95           kcal/mol       1.0000   20.0000   2.774     0     0     energy('CsPbBr3_C_EOS_ab_104')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+2.17          +3.55           kcal/mol       1.0000   10.0000   19.140    0     0     energy('CsPbBr3_C_EOS_ab_108')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+4.51          +7.47           kcal/mol       1.0000   4.0000    35.044    0     0     energy('CsPbBr3_C_EOS_ab_112')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+7.41          +12.26          kcal/mol       1.0000   2.0000    47.041    0     0     energy('CsPbBr3_C_EOS_ab_116')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+10.71         +17.53          kcal/mol       1.0000   1.0000    46.484    0     0     energy('CsPbBr3_C_EOS_ab_120')/1.000 - energy('CsPbBr3_C_EOS_ab_100')/1.000
+68.26         +62.26          kcal/mol       1.0000   1.0000    36.085    0     0     energy('CsPbBr3_C_EOS_a_080')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+37.51         +33.40          kcal/mol       1.0000   2.0000    33.760    0     0     energy('CsPbBr3_C_EOS_a_084')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+17.78         +15.94          kcal/mol       1.0000   4.0000    13.562    0     0     energy('CsPbBr3_C_EOS_a_088')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+6.68          +6.10           kcal/mol       1.0000   10.0000   3.392     0     0     energy('CsPbBr3_C_EOS_a_092')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+1.43          +1.31           kcal/mol       1.0000   20.0000   0.300     0     0     energy('CsPbBr3_C_EOS_a_096')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+0.00          +0.00           kcal/mol       1.0000   40.0000   0.000     0     0     energy('CsPbBr3_C_EOS_a_100')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+0.98          +1.59           kcal/mol       1.0000   20.0000   7.528     0     0     energy('CsPbBr3_C_EOS_a_104')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+3.43          +5.84           kcal/mol       1.0000   10.0000   58.168    0     0     energy('CsPbBr3_C_EOS_a_108')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+6.71          +11.61          kcal/mol       1.0000   4.0000    96.051    0     0     energy('CsPbBr3_C_EOS_a_112')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+10.40         +17.88          kcal/mol       1.0000   2.0000    111.991   0     0     energy('CsPbBr3_C_EOS_a_116')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+14.21         +24.05          kcal/mol       1.0000   1.0000    96.931    0     0     energy('CsPbBr3_C_EOS_a_120')/1.000 - energy('CsPbBr3_C_EOS_a_100')/1.000
+18.40         +14.94          kcal/mol       1.0000   2.0000    23.912    0     0     energy('CsPbBr3_T_EOS_abc_080')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+10.71         +8.65           kcal/mol       1.0000   4.0000    16.998    0     0     energy('CsPbBr3_T_EOS_abc_084')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+5.50          +4.54           kcal/mol       1.0000   8.0000    7.393     0     0     energy('CsPbBr3_T_EOS_abc_088')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+2.24          +2.02           kcal/mol       1.0000   20.0000   0.996     0     0     energy('CsPbBr3_T_EOS_abc_092')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+0.52          +0.59           kcal/mol       1.0000   40.0000   0.223     0     0     energy('CsPbBr3_T_EOS_abc_096')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+0.00          +0.00           kcal/mol       1.0000   80.0000   0.000     0     0     energy('CsPbBr3_T_EOS_abc_100')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+0.43          +0.38           kcal/mol       1.0000   40.0000   0.127     0     0     energy('CsPbBr3_T_EOS_abc_104')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+1.62          +1.79           kcal/mol       1.0000   20.0000   0.574     0     0     energy('CsPbBr3_T_EOS_abc_108')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+3.39          +4.24           kcal/mol       1.0000   8.0000    5.772     0     0     energy('CsPbBr3_T_EOS_abc_112')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+5.60          +7.65           kcal/mol       1.0000   4.0000    16.732    0     0     energy('CsPbBr3_T_EOS_abc_116')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+8.19          +11.71          kcal/mol       1.0000   2.0000    24.795    0     0     energy('CsPbBr3_T_EOS_abc_120')/2.000 - energy('CsPbBr3_T_EOS_abc_100')/2.000
+15.07         +14.66          kcal/mol       1.0000   2.0000    0.332     0     0     energy('CsPbBr3_O_EOS_abc_080')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+9.01          +8.40           kcal/mol       1.0000   4.0000    1.458     0     0     energy('CsPbBr3_O_EOS_abc_084')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+4.76          +4.32           kcal/mol       1.0000   8.0000    1.527     0     0     energy('CsPbBr3_O_EOS_abc_088')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+1.99          +1.80           kcal/mol       1.0000   20.0000   0.747     0     0     energy('CsPbBr3_O_EOS_abc_092')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+0.47          +0.53           kcal/mol       1.0000   40.0000   0.132     0     0     energy('CsPbBr3_O_EOS_abc_096')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   80.0000   0.000     0     0     energy('CsPbBr3_O_EOS_abc_100')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+0.39          +0.23           kcal/mol       1.0000   40.0000   1.052     0     0     energy('CsPbBr3_O_EOS_abc_104')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+1.49          +1.33           kcal/mol       1.0000   20.0000   0.552     0     0     energy('CsPbBr3_O_EOS_abc_108')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+3.17          +3.13           kcal/mol       1.0000   8.0000    0.011     0     0     energy('CsPbBr3_O_EOS_abc_112')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+5.29          +5.18           kcal/mol       1.0000   4.0000    0.051     0     0     energy('CsPbBr3_O_EOS_abc_116')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+7.75          +7.02           kcal/mol       1.0000   2.0000    1.077     0     0     energy('CsPbBr3_O_EOS_abc_120')/4.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
-390.75        -355.01         kcal/mol       1.0000   0.0001    0.128     0     0     energy('CsPbBr3_C_EOS_abc_100')/1.000
-392.69        -357.22         kcal/mol       1.0000   0.0001    0.126     0     0     energy('CsPbBr3_T_EOS_abc_100')/2.000
-393.18        -359.17         kcal/mol       1.0000   0.0001    0.116     0     0     energy('CsPbBr3_O_EOS_abc_100')/4.000
+2.43          +4.16           kcal/mol       1.0000   80.0000   238.943   0     0     energy('CsPbBr3_C_EOS_abc_100')/1.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
+0.49          +1.96           kcal/mol       1.0000   80.0000   172.314   0     0     energy('CsPbBr3_T_EOS_abc_100')/2.000 - energy('CsPbBr3_O_EOS_abc_100')/4.000
-1.52          -25.44          kcal/mol       1.0000   0.0001    0.057     0     0     energy('CsPbBr3_C_EOS_abc_100')/1.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
-3.47          -27.65          kcal/mol       1.0000   0.0001    0.058     0     0     energy('CsPbBr3_T_EOS_abc_100')/2.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
-3.96          -29.60          kcal/mol       1.0000   0.0001    0.066     0     0     energy('CsPbBr3_O_EOS_abc_100')/4.000 - energy('CsBr_CsCl_EOS_abc_100')/1.000 - energy('PbBr2_PbCl2_EOS_abc_100')/4.000
