#Reference     Prediction     Unit           Sigma    Weight    WSE*      Row*  Col*  Expression
#------------------------------------------------------------------------------------------------------------------------
+8.03          +11.07          kcal/mol       1.0000   2.0000    18.496    0     0     energy('PbI2_ML_PT_04')/1.000 - energy('PbI2_ML_PT_01')/1.000
+5.34          +8.14           kcal/mol       1.0000   2.0000    15.655    0     0     energy('PbI2_ML_PT_05')/1.000 - energy('PbI2_ML_PT_01')/1.000
+4.82          +8.21           kcal/mol       1.0000   2.0000    23.014    0     0     energy('PbI2_ML_PT_06')/1.000 - energy('PbI2_ML_PT_01')/1.000
+30.81         +26.47          kcal/mol       1.0000   0.5000    9.401     0     0     energy('PbI2_Molecule_Pb-I_bond_2.40')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+16.33         +13.88          kcal/mol       1.0000   1.0000    5.982     0     0     energy('PbI2_Molecule_Pb-I_bond_2.50')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+7.36          +6.07           kcal/mol       1.0000   2.0000    3.314     0     0     energy('PbI2_Molecule_Pb-I_bond_2.60')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+2.36          +1.74           kcal/mol       1.0000   5.0000    1.901     0     0     energy('PbI2_Molecule_Pb-I_bond_2.70')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+0.18          -0.07           kcal/mol       1.0000   10.0000   0.633     0     0     energy('PbI2_Molecule_Pb-I_bond_2.80')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+1.20          +1.40           kcal/mol       1.0000   10.0000   0.372     0     0     energy('PbI2_Molecule_Pb-I_bond_3.00')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+3.34          +3.79           kcal/mol       1.0000   5.0000    0.986     0     0     energy('PbI2_Molecule_Pb-I_bond_3.10')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+6.10          +6.64           kcal/mol       1.0000   2.0000    0.582     0     0     energy('PbI2_Molecule_Pb-I_bond_3.20')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+9.23          +9.96           kcal/mol       1.0000   1.0000    0.531     0     0     energy('PbI2_Molecule_Pb-I_bond_3.30')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+12.56         +13.38          kcal/mol       1.0000   0.5000    0.340     0     0     energy('PbI2_Molecule_Pb-I_bond_3.40')/1.000 - energy('PbI2_Molecule_Pb-I_bond_2.90')/1.000
+19.51         +12.20          kcal/mol       1.0000   0.1000    5.342     0     0     energy('PbI2_Molecule_I-Pb-I_angle_70.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+12.26         +7.55           kcal/mol       1.0000   0.2000    4.430     0     0     energy('PbI2_Molecule_I-Pb-I_angle_75.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+7.30          +4.12           kcal/mol       1.0000   0.5000    5.054     0     0     energy('PbI2_Molecule_I-Pb-I_angle_80.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+3.97          +1.68           kcal/mol       1.0000   1.0000    5.245     0     0     energy('PbI2_Molecule_I-Pb-I_angle_85.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+1.83          +0.12           kcal/mol       1.0000   2.0000    5.849     0     0     energy('PbI2_Molecule_I-Pb-I_angle_90.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+0.58          -0.62           kcal/mol       1.0000   5.0000    7.299     0     0     energy('PbI2_Molecule_I-Pb-I_angle_95.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+0.02          -0.64           kcal/mol       1.0000   10.0000   4.321     0     0     energy('PbI2_Molecule_I-Pb-I_angle_100.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+0.42          +1.18           kcal/mol       1.0000   10.0000   5.852     0     0     energy('PbI2_Molecule_I-Pb-I_angle_110.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+1.19          +2.79           kcal/mol       1.0000   5.0000    12.716    0     0     energy('PbI2_Molecule_I-Pb-I_angle_115.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+2.27          +4.69           kcal/mol       1.0000   2.0000    11.763    0     0     energy('PbI2_Molecule_I-Pb-I_angle_120.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+3.58          +6.77           kcal/mol       1.0000   1.0000    10.128    0     0     energy('PbI2_Molecule_I-Pb-I_angle_125.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+5.09          +8.90           kcal/mol       1.0000   0.5000    7.267     0     0     energy('PbI2_Molecule_I-Pb-I_angle_130.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+6.74          +10.99          kcal/mol       1.0000   0.2000    3.617     0     0     energy('PbI2_Molecule_I-Pb-I_angle_135.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+8.48          +12.97          kcal/mol       1.0000   0.1000    2.021     0     0     energy('PbI2_Molecule_I-Pb-I_angle_140.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+10.25         +14.76          kcal/mol       1.0000   0.0500    1.017     0     0     energy('PbI2_Molecule_I-Pb-I_angle_145.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+12.01         +16.34          kcal/mol       1.0000   0.0200    0.376     0     0     energy('PbI2_Molecule_I-Pb-I_angle_150.00')/1.000 - energy('PbI2_Molecule_I-Pb-I_angle_105.00')/1.000
+91.36         +60.89          kcal/mol       1.0000   0.5000    464.225   0     0     energy('PbI2_Hex_DFE_VI')/1.000 - energy('PbI2_Hex_DFE_Pristine')/1.000
+173.89        +148.57         kcal/mol       1.0000   0.2500    160.190   0     0     energy('PbI2_Hex_DFE_VPb')/1.000 - energy('PbI2_Hex_DFE_Pristine')/1.000
+90.67         +53.39          kcal/mol       1.0000   0.5000    694.956   0     0     energy('PbI2_MoS2_DFE_VI')/1.000 - energy('PbI2_MoS2_DFE_Pristine')/1.000
+171.33        +149.78         kcal/mol       1.0000   0.2500    116.105   0     0     energy('PbI2_MoS2_DFE_VPb')/1.000 - energy('PbI2_MoS2_DFE_Pristine')/1.000
+23.91         +3.14           kcal/mol       1.0000   4.0000    1725.615  0     0     energy('PbI2_Hex_DMB_VI_d_03')/1.000 - energy('PbI2_Hex_DMB_VI_d_00')/1.000
+17.09         +20.88          kcal/mol       1.0000   4.0000    57.357    0     0     energy('PbI2_Hex_DMB_VI_p_03')/1.000 - energy('PbI2_Hex_DMB_VI_p_00')/1.000
+11.84         +7.38           kcal/mol       1.0000   4.0000    79.562    0     0     energy('PbI2_Hex_DMB_VPb_p_02')/1.000 - energy('PbI2_Hex_DMB_VPb_p_00')/1.000
+18.81         +13.39          kcal/mol       1.0000   2.0000    58.865    0     0     energy('CsPbI3_C_EOS_abc_080')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+11.03         +8.19           kcal/mol       1.0000   4.0000    32.163    0     0     energy('CsPbI3_C_EOS_abc_084')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+5.72          +4.34           kcal/mol       1.0000   8.0000    15.147    0     0     energy('CsPbI3_C_EOS_abc_088')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+2.36          +1.71           kcal/mol       1.0000   20.0000   8.471     0     0     energy('CsPbI3_C_EOS_abc_092')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+0.56          +0.26           kcal/mol       1.0000   40.0000   3.553     0     0     energy('CsPbI3_C_EOS_abc_096')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+0.00          +0.00           kcal/mol       1.0000   80.0000   0.000     0     0     energy('CsPbI3_C_EOS_abc_100')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+0.42          +0.90           kcal/mol       1.0000   40.0000   9.175     0     0     energy('CsPbI3_C_EOS_abc_104')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+1.64          +2.93           kcal/mol       1.0000   20.0000   33.401    0     0     energy('CsPbI3_C_EOS_abc_108')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+3.47          +5.72           kcal/mol       1.0000   8.0000    40.444    0     0     energy('CsPbI3_C_EOS_abc_112')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+5.80          +9.05           kcal/mol       1.0000   4.0000    42.282    0     0     energy('CsPbI3_C_EOS_abc_116')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+8.53          +12.74          kcal/mol       1.0000   2.0000    35.437    0     0     energy('CsPbI3_C_EOS_abc_120')/1.000 - energy('CsPbI3_C_EOS_abc_100')/1.000
+28.77         +20.78          kcal/mol       1.0000   0.0200    1.274     0     0     energy('CsPbI3_C_EOS_ab_080')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+16.47         +12.21          kcal/mol       1.0000   0.1000    1.817     0     0     energy('CsPbI3_C_EOS_ab_084')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+8.31          +6.30           kcal/mol       1.0000   0.4000    1.623     0     0     energy('CsPbI3_C_EOS_ab_088')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+3.34          +2.49           kcal/mol       1.0000   2.0000    1.440     0     0     energy('CsPbI3_C_EOS_ab_092')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+0.77          +0.45           kcal/mol       1.0000   10.0000   1.014     0     0     energy('CsPbI3_C_EOS_ab_096')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+0.00          +0.00           kcal/mol       1.0000   40.0000   0.000     0     0     energy('CsPbI3_C_EOS_ab_100')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+0.58          +1.11           kcal/mol       1.0000   10.0000   2.867     0     0     energy('CsPbI3_C_EOS_ab_104')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+2.16          +3.68           kcal/mol       1.0000   2.0000    4.604     0     0     energy('CsPbI3_C_EOS_ab_108')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+4.49          +7.23           kcal/mol       1.0000   0.4000    2.998     0     0     energy('CsPbI3_C_EOS_ab_112')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+7.37          +11.38          kcal/mol       1.0000   0.1000    1.611     0     0     energy('CsPbI3_C_EOS_ab_116')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+10.63         +15.81          kcal/mol       1.0000   0.0200    0.537     0     0     energy('CsPbI3_C_EOS_ab_120')/1.000 - energy('CsPbI3_C_EOS_ab_100')/1.000
+66.60         +51.15          kcal/mol       1.0000   0.0200    4.774     0     0     energy('CsPbI3_C_EOS_a_080')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+37.76         +27.48          kcal/mol       1.0000   0.1000    10.578    0     0     energy('CsPbI3_C_EOS_a_084')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+18.08         +13.17          kcal/mol       1.0000   0.4000    9.670     0     0     energy('CsPbI3_C_EOS_a_088')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+6.78          +5.05           kcal/mol       1.0000   2.0000    6.043     0     0     energy('CsPbI3_C_EOS_a_092')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+1.45          +1.03           kcal/mol       1.0000   10.0000   1.775     0     0     energy('CsPbI3_C_EOS_a_096')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+0.00          +0.00           kcal/mol       1.0000   40.0000   0.000     0     0     energy('CsPbI3_C_EOS_a_100')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+1.00          +1.70           kcal/mol       1.0000   10.0000   4.859     0     0     energy('CsPbI3_C_EOS_a_104')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+3.48          +5.55           kcal/mol       1.0000   2.0000    8.540     0     0     energy('CsPbI3_C_EOS_a_108')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+6.80          +10.45          kcal/mol       1.0000   0.4000    5.333     0     0     energy('CsPbI3_C_EOS_a_112')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+10.52         +15.64          kcal/mol       1.0000   0.1000    2.621     0     0     energy('CsPbI3_C_EOS_a_116')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+14.36         +20.70          kcal/mol       1.0000   0.0200    0.804     0     0     energy('CsPbI3_C_EOS_a_120')/1.000 - energy('CsPbI3_C_EOS_a_100')/1.000
+18.61         +14.38          kcal/mol       1.0000   2.0000    35.784    0     0     energy('CsPbI3_T_EOS_abc_080')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+10.87         +8.86           kcal/mol       1.0000   4.0000    16.194    0     0     energy('CsPbI3_T_EOS_abc_084')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+5.61          +5.02           kcal/mol       1.0000   8.0000    2.789     0     0     energy('CsPbI3_T_EOS_abc_088')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+2.31          +2.46           kcal/mol       1.0000   20.0000   0.481     0     0     energy('CsPbI3_T_EOS_abc_092')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+0.55          +0.79           kcal/mol       1.0000   40.0000   2.429     0     0     energy('CsPbI3_T_EOS_abc_096')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+0.00          +0.00           kcal/mol       1.0000   80.0000   0.000     0     0     energy('CsPbI3_T_EOS_abc_100')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+0.41          +0.20           kcal/mol       1.0000   40.0000   1.824     0     0     energy('CsPbI3_T_EOS_abc_104')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+1.57          +1.47           kcal/mol       1.0000   20.0000   0.231     0     0     energy('CsPbI3_T_EOS_abc_108')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+3.33          +3.70           kcal/mol       1.0000   8.0000    1.097     0     0     energy('CsPbI3_T_EOS_abc_112')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+5.54          +6.81           kcal/mol       1.0000   4.0000    6.411     0     0     energy('CsPbI3_T_EOS_abc_116')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+8.11          +4.69           kcal/mol       1.0000   2.0000    23.433    0     0     energy('CsPbI3_T_EOS_abc_120')/2.000 - energy('CsPbI3_T_EOS_abc_100')/2.000
+14.67         +16.01          kcal/mol       1.0000   2.0000    3.577     0     0     energy('CsPbI3_O_EOS_abc_080')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+8.64          +10.14          kcal/mol       1.0000   4.0000    8.938     0     0     energy('CsPbI3_O_EOS_abc_084')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+4.51          +5.59           kcal/mol       1.0000   8.0000    9.169     0     0     energy('CsPbI3_O_EOS_abc_088')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+1.88          +2.86           kcal/mol       1.0000   20.0000   19.251    0     0     energy('CsPbI3_O_EOS_abc_092')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+0.45          +1.05           kcal/mol       1.0000   40.0000   14.519    0     0     energy('CsPbI3_O_EOS_abc_096')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   80.0000   0.000     0     0     energy('CsPbI3_O_EOS_abc_100')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+0.37          -0.27           kcal/mol       1.0000   40.0000   16.203    0     0     energy('CsPbI3_O_EOS_abc_104')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+1.40          +0.36           kcal/mol       1.0000   20.0000   21.815    0     0     energy('CsPbI3_O_EOS_abc_108')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+2.99          +1.58           kcal/mol       1.0000   8.0000    15.832    0     0     energy('CsPbI3_O_EOS_abc_112')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+5.01          +3.26           kcal/mol       1.0000   4.0000    12.290    0     0     energy('CsPbI3_O_EOS_abc_116')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+7.38          +4.88           kcal/mol       1.0000   2.0000    12.506    0     0     energy('CsPbI3_O_EOS_abc_120')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+14.84         +18.93          kcal/mol       1.0000   2.0000    33.532    0     0     energy('CsPbI3_1D_EOS_abc_080')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+8.58          +11.75          kcal/mol       1.0000   4.0000    40.370    0     0     energy('CsPbI3_1D_EOS_abc_084')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+4.37          +6.61           kcal/mol       1.0000   8.0000    40.024    0     0     energy('CsPbI3_1D_EOS_abc_088')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+1.77          +2.82           kcal/mol       1.0000   20.0000   21.697    0     0     energy('CsPbI3_1D_EOS_abc_092')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+0.41          +0.68           kcal/mol       1.0000   40.0000   2.873     0     0     energy('CsPbI3_1D_EOS_abc_096')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   80.0000   0.000     0     0     energy('CsPbI3_1D_EOS_abc_100')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+0.30          +0.68           kcal/mol       1.0000   40.0000   5.527     0     0     energy('CsPbI3_1D_EOS_abc_104')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+1.16          +1.90           kcal/mol       1.0000   20.0000   10.934    0     0     energy('CsPbI3_1D_EOS_abc_108')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+2.40          +3.26           kcal/mol       1.0000   8.0000    5.877     0     0     energy('CsPbI3_1D_EOS_abc_112')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+3.95          +4.85           kcal/mol       1.0000   4.0000    3.273     0     0     energy('CsPbI3_1D_EOS_abc_116')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+5.70          +6.50           kcal/mol       1.0000   2.0000    1.293     0     0     energy('CsPbI3_1D_EOS_abc_120')/4.000 - energy('CsPbI3_1D_EOS_abc_100')/4.000
+20.63         +23.46          kcal/mol       1.0000   0.5000    4.010     0     0     energy('CsPbI3_1D_EOS_a_080')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+12.08         +13.83          kcal/mol       1.0000   1.0000    3.031     0     0     energy('CsPbI3_1D_EOS_a_084')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+6.32          +6.74           kcal/mol       1.0000   2.0000    0.367     0     0     energy('CsPbI3_1D_EOS_a_088')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+2.65          +2.32           kcal/mol       1.0000   5.0000    0.552     0     0     energy('CsPbI3_1D_EOS_a_092')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+0.64          +0.26           kcal/mol       1.0000   10.0000   1.438     0     0     energy('CsPbI3_1D_EOS_a_096')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('CsPbI3_1D_EOS_a_100')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+0.53          +1.85           kcal/mol       1.0000   10.0000   17.653    0     0     energy('CsPbI3_1D_EOS_a_104')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+2.06          +5.46           kcal/mol       1.0000   5.0000    57.546    0     0     energy('CsPbI3_1D_EOS_a_108')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+4.49          +9.21           kcal/mol       1.0000   2.0000    44.564    0     0     energy('CsPbI3_1D_EOS_a_112')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+7.68          +10.90          kcal/mol       1.0000   1.0000    10.376    0     0     energy('CsPbI3_1D_EOS_a_116')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+11.50         +12.99          kcal/mol       1.0000   0.5000    1.101     0     0     energy('CsPbI3_1D_EOS_a_120')/4.000 - energy('CsPbI3_1D_EOS_a_100')/4.000
+19.21         +26.02          kcal/mol       1.0000   0.5000    23.203    0     0     energy('CsPbI3_1D_EOS_b_080')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+11.62         +17.50          kcal/mol       1.0000   1.0000    34.501    0     0     energy('CsPbI3_1D_EOS_b_084')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+6.10          +10.85          kcal/mol       1.0000   2.0000    45.128    0     0     energy('CsPbI3_1D_EOS_b_088')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+2.50          +5.40           kcal/mol       1.0000   5.0000    42.024    0     0     energy('CsPbI3_1D_EOS_b_092')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+0.57          +1.62           kcal/mol       1.0000   10.0000   11.134    0     0     energy('CsPbI3_1D_EOS_b_096')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('CsPbI3_1D_EOS_b_100')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+0.39          -0.14           kcal/mol       1.0000   10.0000   2.826     0     0     energy('CsPbI3_1D_EOS_b_104')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+1.38          +0.67           kcal/mol       1.0000   5.0000    2.528     0     0     energy('CsPbI3_1D_EOS_b_108')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+2.77          +2.33           kcal/mol       1.0000   2.0000    0.390     0     0     energy('CsPbI3_1D_EOS_b_112')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+4.48          +4.29           kcal/mol       1.0000   1.0000    0.039     0     0     energy('CsPbI3_1D_EOS_b_116')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+6.45          +6.46           kcal/mol       1.0000   0.5000    0.000     0     0     energy('CsPbI3_1D_EOS_b_120')/4.000 - energy('CsPbI3_1D_EOS_b_100')/4.000
+14.94         +16.34          kcal/mol       1.0000   1.0000    1.980     0     0     energy('CsPbI3_1D_EOS_c_084')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+7.62          +9.30           kcal/mol       1.0000   2.0000    5.653     0     0     energy('CsPbI3_1D_EOS_c_088')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+3.02          +4.51           kcal/mol       1.0000   5.0000    11.062    0     0     energy('CsPbI3_1D_EOS_c_092')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+0.67          +1.15           kcal/mol       1.0000   10.0000   2.295     0     0     energy('CsPbI3_1D_EOS_c_096')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('CsPbI3_1D_EOS_c_100')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+0.48          +0.56           kcal/mol       1.0000   10.0000   0.059     0     0     energy('CsPbI3_1D_EOS_c_104')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+1.71          +1.60           kcal/mol       1.0000   5.0000    0.055     0     0     energy('CsPbI3_1D_EOS_c_108')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+3.38          +2.81           kcal/mol       1.0000   2.0000    0.651     0     0     energy('CsPbI3_1D_EOS_c_112')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+5.24          +4.24           kcal/mol       1.0000   1.0000    1.007     0     0     energy('CsPbI3_1D_EOS_c_116')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
+7.04          +5.87           kcal/mol       1.0000   0.5000    0.693     0     0     energy('CsPbI3_1D_EOS_c_120')/4.000 - energy('CsPbI3_1D_EOS_c_100')/4.000
-352.09        -317.24         kcal/mol       1.0000   0.0001    0.121     0     0     energy('CsPbI3_C_EOS_abc_100')/1.000
-354.68        -318.79         kcal/mol       1.0000   0.0001    0.129     0     0     energy('CsPbI3_T_EOS_abc_100')/2.000
-355.64        -320.12         kcal/mol       1.0000   0.0001    0.126     0     0     energy('CsPbI3_O_EOS_abc_100')/4.000
-358.70        -325.99         kcal/mol       1.0000   0.0001    0.107     0     0     energy('CsPbI3_1D_EOS_abc_100')/4.000
+3.54          +2.88           kcal/mol       1.0000   80.0000   35.181    0     0     energy('CsPbI3_C_EOS_abc_100')/1.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+0.96          +1.33           kcal/mol       1.0000   80.0000   11.468    0     0     energy('CsPbI3_T_EOS_abc_100')/2.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
-3.06          -5.87           kcal/mol       1.0000   80.0000   629.956   0     0     energy('CsPbI3_1D_EOS_abc_100')/4.000 - energy('CsPbI3_O_EOS_abc_100')/4.000
+2.54          -10.74          kcal/mol       1.0000   0.0001    0.018     0     0     energy('CsPbI3_C_EOS_abc_100')/1.000 - energy('CsI_CsCl_EOS_abc_100')/1.000 - energy('PbI2_Hex_EOS_abc_100')/1.000
-0.05          -12.29          kcal/mol       1.0000   0.0001    0.015     0     0     energy('CsPbI3_T_EOS_abc_100')/2.000 - energy('CsI_CsCl_EOS_abc_100')/1.000 - energy('PbI2_Hex_EOS_abc_100')/1.000
-1.01          -13.62          kcal/mol       1.0000   0.0001    0.016     0     0     energy('CsPbI3_O_EOS_abc_100')/4.000 - energy('CsI_CsCl_EOS_abc_100')/1.000 - energy('PbI2_Hex_EOS_abc_100')/1.000
-4.07          -19.49          kcal/mol       1.0000   0.0001    0.024     0     0     energy('CsPbI3_1D_EOS_abc_100')/4.000 - energy('CsI_CsCl_EOS_abc_100')/1.000 - energy('PbI2_Hex_EOS_abc_100')/1.000
+98.70         +48.41          kcal/mol       1.0000   0.2000    505.797   0     0     energy('CsPbI3_O_DFE_VI_a')/1.000 - energy('CsPbI3_O_DFE_Pristine')/1.000
+99.13         +48.83          kcal/mol       1.0000   0.2000    505.948   0     0     energy('CsPbI3_O_DFE_VI_e')/1.000 - energy('CsPbI3_O_DFE_Pristine')/1.000
+118.43        +108.99         kcal/mol       1.0000   0.4000    35.643    0     0     energy('CsPbI3_O_DFE_VCs')/1.000 - energy('CsPbI3_O_DFE_Pristine')/1.000
+159.92        +145.28         kcal/mol       1.0000   0.5000    107.127   0     0     energy('CsPbI3_O_DFE_VPb')/1.000 - energy('CsPbI3_O_DFE_Pristine')/1.000
+0.18          -1.02           kcal/mol       1.0000   20.0000   28.778    0     0     energy('CsPbI3_C_DMB_VI_00')/1.000 - energy('CsPbI3_C_DMB_VI_05')/1.000
+0.11          -0.03           kcal/mol       1.0000   20.0000   0.384     0     0     energy('CsPbI3_C_DMB_VI_01')/1.000 - energy('CsPbI3_C_DMB_VI_05')/1.000
+1.90          +2.91           kcal/mol       1.0000   20.0000   20.573    0     0     energy('CsPbI3_C_DMB_VI_02')/1.000 - energy('CsPbI3_C_DMB_VI_05')/1.000
